t = 0 ,  0 ,  1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ,  11 ,  12 ,  13 ,  14 ,  15 ,  16 ,  17 ,  18 ,  19 ,  20 ,  21 ,  22 ,  23 ,  24 ,  25 ,  26 ,  27 ,  28 ,  29 ,  30 ,  31 ,  32 ,  33 ,  34 ,  35 ,  36 ,  37 ,  38 ,  39 ,  40 , 
47 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
48 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
49 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
50 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
51 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
52 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
53 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
54 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
55 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
56 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
57 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
58 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
59 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 
60 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 ,  27.0 , 

t = 1000 ,  0 ,  1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ,  11 ,  12 ,  13 ,  14 ,  15 ,  16 ,  17 ,  18 ,  19 ,  20 ,  21 ,  22 ,  23 ,  24 ,  25 ,  26 ,  27 ,  28 ,  29 ,  30 ,  31 ,  32 ,  33 ,  34 ,  35 ,  36 ,  37 ,  38 ,  39 ,  40 , 
0 ,  123.88343290042354 ,  123.88343290042354 ,  124.17277765016632 ,  124.74420924766571 ,  125.58337595681746 ,  126.66915847684561 ,  127.97415450187384 ,  129.4653152785222 ,  131.1047250412019 ,  132.85051088245427 ,  134.6578668359682 ,  136.48017184263108 ,  138.27017705581318 ,  139.98123391471404 ,  141.5685309076672 ,  142.99030429245101 ,  144.20898652815822 ,  145.19225602788333 ,  145.91395322064182 ,  146.35483091559274 ,  146.50311163830787 ,  146.35483091559263 ,  145.91395322064176 ,  145.19225602788322 ,  144.20898652815816 ,  142.9903042924509 ,  141.5685309076672 ,  139.98123391471415 ,  138.27017705581324 ,  136.48017184263114 ,  134.65786683596832 ,  132.8505108824544 ,  131.10472504120207 ,  129.46531527852233 ,  127.9741545018739 ,  126.66915847684561 ,  125.58337595681735 ,  124.7442092476656 ,  124.17277765016627 ,  123.88343290042354 ,  123.88343290042354 , 
1 ,  123.88343290042354 ,  123.88343290042354 ,  124.17277765016632 ,  124.74420924766571 ,  125.58337595681746 ,  126.66915847684561 ,  127.97415450187384 ,  129.4653152785222 ,  131.1047250412019 ,  132.85051088245427 ,  134.6578668359682 ,  136.48017184263108 ,  138.27017705581318 ,  139.98123391471404 ,  141.5685309076672 ,  142.99030429245101 ,  144.20898652815822 ,  145.19225602788333 ,  145.91395322064182 ,  146.35483091559274 ,  146.50311163830787 ,  146.35483091559263 ,  145.91395322064176 ,  145.19225602788322 ,  144.20898652815816 ,  142.9903042924509 ,  141.5685309076672 ,  139.98123391471415 ,  138.27017705581324 ,  136.48017184263114 ,  134.65786683596832 ,  132.8505108824544 ,  131.10472504120207 ,  129.46531527852233 ,  127.9741545018739 ,  126.66915847684561 ,  125.58337595681735 ,  124.7442092476656 ,  124.17277765016627 ,  123.88343290042354 ,  123.88343290042354 , 
2 ,  125.0452532702991 ,  125.0452532702991 ,  125.34056904290065 ,  125.92381166437156 ,  126.78036840204663 ,  127.88873127237093 ,  129.22098549837904 ,  130.74345207136912 ,  132.4174758576819 ,  134.20034735083277 ,  136.0463422777559 ,  137.90785895659832 ,  139.73662880955078 ,  141.4849710829386 ,  143.10705899275627 ,  144.5601615675535 ,  145.8058237164396 ,  146.81094673588177 ,  147.54873273187712 ,  147.99945937455777 ,  148.15105610160265 ,  147.99945937455772 ,  147.54873273187707 ,  146.81094673588166 ,  145.80582371643953 ,  144.5601615675535 ,  143.10705899275627 ,  141.4849710829386 ,  139.7366288095509 ,  137.90785895659837 ,  136.04634227775603 ,  134.20034735083283 ,  132.41747585768195 ,  130.74345207136912 ,  129.22098549837904 ,  127.88873127237093 ,  126.78036840204658 ,  125.9238116643715 ,  125.34056904290065 ,  125.0452532702991 ,  125.0452532702991 , 
3 ,  127.36282903730353 ,  127.36282903730353 ,  127.67016654417529 ,  128.27719083383607 ,  129.16876744408808 ,  130.32261088617327 ,  131.70978031702128 ,  133.29533343564037 ,  135.0391312505107 ,  136.89678299913737 ,  138.82071638595926 ,  140.76135357032672 ,  142.6683682524877 ,  144.49199416669887 ,  146.18435076407405 ,  147.7007483144048 ,  149.00093244501028 ,  150.0502274920825 ,  150.82053906967343 ,  151.2911790379137 ,  151.44948072454144 ,  151.2911790379137 ,  150.82053906967343 ,  150.0502274920825 ,  149.00093244501022 ,  147.7007483144048 ,  146.18435076407405 ,  144.491994166699 ,  142.66836825248777 ,  140.76135357032672 ,  138.82071638595937 ,  136.89678299913743 ,  135.03913125051076 ,  133.29533343564037 ,  131.70978031702134 ,  130.32261088617327 ,  129.16876744408796 ,  128.27719083383602 ,  127.67016654417523 ,  127.36282903730341 ,  127.36282903730341 , 
4 ,  130.82387407359238 ,  130.82387407359238 ,  131.14944279650751 ,  131.7925376513819 ,  132.73724267138016 ,  133.96010635424904 ,  135.43064664096016 ,  137.1120200489891 ,  138.9618496311033 ,  140.9332030611027 ,  142.97570770168795 ,  145.03678410288364 ,  147.0629733300059 ,  149.00132733976818 ,  150.80082594990222 ,  152.41377941663927 ,  153.79717272061885 ,  154.91390657166323 ,  155.73389084567145 ,  156.23494860949666 ,  156.403493298924 ,  156.2349486094967 ,  155.7338908456715 ,  154.9139065716633 ,  153.79717272061896 ,  152.41377941663922 ,  150.80082594990222 ,  149.00132733976818 ,  147.062973330006 ,  145.03678410288376 ,  142.97570770168795 ,  140.93320306110274 ,  138.9618496311033 ,  137.1120200489891 ,  135.43064664096016 ,  133.96010635424898 ,  132.7372426713801 ,  131.7925376513818 ,  131.1494427965074 ,  130.82387407359238 ,  130.82387407359238 , 
5 ,  135.40957275849894 ,  135.40957275849894 ,  135.7598185935018 ,  136.45174739172882 ,  137.46840446050987 ,  138.7847857913664 ,  140.36835243885855 ,  142.17971644024368 ,  144.1734960640996 ,  146.2993348799023 ,  148.50307427264852 ,  150.72806265606494 ,  152.91657713475024 ,  155.0113254234019 ,  156.9569883853336 ,  158.70175756707886 ,  160.19881827082156 ,  161.40772717915252 ,  162.29563395168594 ,  162.83829807130104 ,  163.020855723576 ,  162.83829807130104 ,  162.295633951686 ,  161.40772717915257 ,  160.19881827082156 ,  158.70175756707886 ,  156.9569883853336 ,  155.0113254234019 ,  152.91657713475036 ,  150.728062656065 ,  148.50307427264852 ,  146.2993348799023 ,  144.1734960640997 ,  142.17971644024374 ,  140.3683524388585 ,  138.7847857913664 ,  137.46840446050982 ,  136.45174739172882 ,  135.75981859350168 ,  135.40957275849894 ,  135.40957275849894 , 
6 ,  141.09412767127168 ,  141.09412767127168 ,  141.47580783554474 ,  142.2299599471928 ,  143.33833896981844 ,  144.77400763827808 ,  146.5018573649573 ,  148.47930895064667 ,  150.6571954904615 ,  152.98082682459062 ,  155.3912295570625 ,  157.82654899534555 ,  160.2235897452091 ,  162.51946108140066 ,  164.65328304530607 ,  166.56790108926413 ,  168.2115521558806 ,  169.53942346270833 ,  170.51504581605326 ,  171.11146432858254 ,  171.31213057230786 ,  171.11146432858254 ,  170.51504581605326 ,  169.53942346270833 ,  168.21155215588067 ,  166.56790108926407 ,  164.65328304530607 ,  162.51946108140066 ,  160.2235897452092 ,  157.82654899534555 ,  155.3912295570625 ,  152.98082682459062 ,  150.6571954904615 ,  148.47930895064673 ,  146.50185736495723 ,  144.77400763827808 ,  143.33833896981844 ,  142.2299599471928 ,  141.47580783554463 ,  141.09412767127162 ,  141.09412767127162 , 
7 ,  147.844175943829 ,  147.844175943829 ,  148.26442909722869 ,  149.09496292249878 ,  150.31600119774112 ,  151.8983051104202 ,  153.8036936204951 ,  155.98575185122536 ,  158.3907365039849 ,  160.95868488444972 ,  163.62472844013655 ,  166.32060238875454 ,  168.9763303761622 ,  171.52204841521478 ,  173.88991789232227 ,  176.01606598725823 ,  177.84248568455155 ,  179.31882694284252 ,  180.40401291465685 ,  181.0676157073177 ,  181.2909221015526 ,  181.0676157073177 ,  180.40401291465685 ,  179.31882694284246 ,  177.84248568455155 ,  176.01606598725823 ,  173.88991789232233 ,  171.52204841521484 ,  168.9763303761623 ,  166.32060238875454 ,  163.6247284401366 ,  160.95868488444978 ,  158.39073650398495 ,  155.98575185122542 ,  153.8036936204951 ,  151.8983051104202 ,  150.31600119774106 ,  149.09496292249867 ,  148.26442909722874 ,  147.8441759438291 ,  147.8441759438291 , 
8 ,  155.61809182578423 ,  155.61809182578423 ,  156.0845002749711 ,  157.00647195460215 ,  158.36247750625648 ,  160.1206316618999 ,  162.23920025013382 ,  164.66730196890865 ,  167.34582316544538 ,  170.20856281110866 ,  173.18361921593294 ,  176.19501880547148 ,  179.1645704124861 ,  182.01390756403418 ,  184.66665972208415 ,  187.05067643519266 ,  189.10022063369308 ,  190.75805023757573 ,  191.97731592848174 ,  192.72320597366684 ,  192.97425487520763 ,  192.72320597366684 ,  191.9773159284817 ,  190.75805023757573 ,  189.10022063369308 ,  187.0506764351927 ,  184.6666597220842 ,  182.01390756403424 ,  179.1645704124861 ,  176.19501880547148 ,  173.183619215933 ,  170.20856281110866 ,  167.34582316544538 ,  164.6673019689086 ,  162.23920025013382 ,  160.1206316618999 ,  158.36247750625648 ,  157.00647195460203 ,  156.0845002749711 ,  155.6180918257843 ,  155.6180918257843 , 
9 ,  164.36519866813512 ,  164.36519866813512 ,  164.88583803987058 ,  165.91530708453627 ,  167.43013227862082 ,  169.3954770109994 ,  171.76561480862557 ,  174.4846003309383 ,  177.48716894227545 ,  180.69989730150172 ,  184.04265286087457 ,  187.43034719555948 ,  190.7749855368936 ,  193.98797416943313 ,  196.9826137659686 ,  199.67667943231334 ,  201.9949775021289 ,  203.87178039544244 ,  205.2530671344242 ,  206.09851399456858 ,  206.38315102416885 ,  206.09851399456852 ,  205.2530671344242 ,  203.8717803954425 ,  201.99497750212896 ,  199.67667943231345 ,  196.9826137659686 ,  193.98797416943313 ,  190.7749855368936 ,  187.43034719555948 ,  184.04265286087457 ,  180.69989730150178 ,  177.48716894227545 ,  174.4846003309383 ,  171.76561480862557 ,  169.39547701099946 ,  167.43013227862087 ,  165.91530708453627 ,  164.88583803987063 ,  164.36519866813512 ,  164.36519866813512 , 
10 ,  174.02492023829257 ,  174.02492023829257 ,  174.60839007169693 ,  175.7624893173072 ,  177.4616572226389 ,  179.66786512201065 ,  182.33102575638088 ,  185.38959615133848 ,  188.77142130519104 ,  192.39487256988366 ,  196.17033347695292 ,  200.002072308391 ,  203.7905112174982 ,  207.43485611338565 ,  210.83599684125784 ,  213.89953933915888 ,  216.5388121904507 ,  218.6777163760052 ,  220.25335501882745 ,  221.21844667431196 ,  221.54349421175914 ,  221.21844667431196 ,  220.25335501882745 ,  218.6777163760052 ,  216.5388121904507 ,  213.89953933915888 ,  210.83599684125784 ,  207.43485611338565 ,  203.7905112174982 ,  200.002072308391 ,  196.17033347695303 ,  192.39487256988366 ,  188.77142130519115 ,  185.38959615133848 ,  182.33102575638077 ,  179.66786512201065 ,  177.4616572226389 ,  175.7624893173072 ,  174.60839007169704 ,  174.02492023829257 ,  174.02492023829257 , 
11 ,  184.52590942109714 ,  184.52590942109714 ,  185.1813357125239 ,  186.47828812718728 ,  188.38904671806785 ,  190.87224789078186 ,  193.87318797979333 ,  197.3243036949342 ,  201.14589700023555 ,  205.24718744630127 ,  209.52778190536048 ,  213.87964159040098 ,  218.18959006455265 ,  222.34233872458123 ,  226.22391477899947 ,  229.72528669635744 ,  232.74593714360606 ,  235.1971785903918 ,  237.00515870732528 ,  238.11371585190602 ,  238.48731559190742 ,  238.11371585190602 ,  237.00515870732528 ,  235.1971785903918 ,  232.74593714360606 ,  229.7252866963575 ,  226.22391477899947 ,  222.34233872458123 ,  218.1895900645527 ,  213.87964159040104 ,  209.52778190536048 ,  205.24718744630138 ,  201.14589700023555 ,  197.3243036949342 ,  193.87318797979322 ,  190.87224789078186 ,  188.3890467180679 ,  186.47828812718728 ,  185.18133571252395 ,  184.52590942109725 ,  184.52590942109725 , 
12 ,  195.78520234921075 ,  195.78520234921075 ,  196.52220025012457 ,  197.98125923484918 ,  200.132529294258 ,  202.93131188774873 ,  206.31820298025048 ,  210.21937606766141 ,  214.54709553703117 ,  219.20058085388848 ,  224.06736559197418 ,  229.02529792366852 ,  233.94529157348506 ,  238.69484099048327 ,  243.1421610319694 ,  247.16063583890855 ,  250.63314583835427 ,  253.4558884390583 ,  255.54158836645547 ,  256.8225555826291 ,  257.25473257277054 ,  256.8225555826291 ,  255.54158836645536 ,  253.4558884390583 ,  250.63314583835427 ,  247.16063583890855 ,  243.14216103196952 ,  238.69484099048339 ,  233.94529157348506 ,  229.02529792366852 ,  224.06736559197418 ,  219.2005808538886 ,  214.54709553703123 ,  210.21937606766141 ,  206.31820298025048 ,  202.93131188774868 ,  200.132529294258 ,  197.98125923484918 ,  196.52220025012457 ,  195.7852023492108 ,  195.7852023492108 , 
13 ,  207.7074581917459 ,  207.7074581917459 ,  208.53604004416002 ,  210.17732332432195 ,  212.5994949712948 ,  215.75472173012554 ,  219.57906571784156 ,  223.9924721881912 ,  228.89894086871539 ,  234.1870450582769 ,  239.73101711406412 ,  245.39265370542205 ,  251.02427296415533 ,  256.47283362691405 ,  261.58507555032895 ,  266.213198490942 ,  270.22030713545735 ,  273.48482623745474 ,  275.90344867998886 ,  277.39324685984434 ,  277.8969942570109 ,  277.3932468598442 ,  275.90344867998874 ,  273.4848262374546 ,  270.22030713545723 ,  266.213198490942 ,  261.58507555032895 ,  256.47283362691405 ,  251.02427296415533 ,  245.39265370542205 ,  239.73101711406412 ,  234.1870450582769 ,  228.89894086871539 ,  223.9924721881912 ,  219.57906571784156 ,  215.75472173012554 ,  212.5994949712947 ,  210.17732332432195 ,  208.53604004416002 ,  207.7074581917459 ,  207.7074581917459 , 
14 ,  220.18435932554138 ,  220.18435932554138 ,  221.11477055577694 ,  222.95895145830622 ,  225.6834724995707 ,  229.2378348171768 ,  233.55408431535318 ,  238.54638570018426 ,  244.1106778231415 ,  250.12461591382976 ,  256.44811286965466 ,  262.9248950659255 ,  269.38552851648524 ,  275.6522512534559 ,  281.54556438483394 ,  286.8918811355967 ,  291.5308606998242 ,  295.32083954579446 ,  298.14088199094454 ,  299.8878992942306 ,  300.4816820158047 ,  299.88789929423046 ,  298.14088199094454 ,  295.32083954579434 ,  291.5308606998242 ,  286.8918811355967 ,  281.54556438483405 ,  275.6522512534559 ,  269.38552851648524 ,  262.9248950659255 ,  256.44811286965466 ,  250.12461591382976 ,  244.11067782314137 ,  238.54638570018432 ,  233.55408431535318 ,  229.2378348171768 ,  225.6834724995706 ,  222.95895145830622 ,  221.114770555777 ,  220.18435932554132 ,  220.18435932554132 , 
15 ,  233.09426299244632 ,  233.09426299244632 ,  234.13672707014837 ,  236.20454275612224 ,  239.26323178950872 ,  243.26044205304618 ,  248.1251916289085 ,  253.76690169331061 ,  260.0743215938935 ,  266.9145696909401 ,  274.1326976098044 ,  281.5524168821728 ,  288.9788266846356 ,  296.2039678917613 ,  303.0155213393132 ,  309.20775726525267 ,  314.59231164906373 ,  319.00609489522924 ,  322.31399983485585 ,  324.3882137982466 ,  325.10290159322426 ,  324.38821379824674 ,  322.31399983485585 ,  319.00609489522924 ,  314.59231164906373 ,  309.20775726525267 ,  303.0155213393132 ,  296.2039678917613 ,  288.9788266846356 ,  281.5524168821728 ,  274.1326976098044 ,  266.9145696909401 ,  260.0743215938934 ,  253.76690169331061 ,  248.1251916289085 ,  243.26044205304618 ,  239.2632317895086 ,  236.20454275612218 ,  234.13672707014837 ,  233.09426299244632 ,  233.09426299244632 , 
16 ,  246.302212376567 ,  246.302212376567 ,  247.46656770109666 ,  249.7781049612662 ,  253.20211777748432 ,  257.6856234785379 ,  263.1561976925876 ,  269.52035860325327 ,  276.66153180417587 ,  284.4377721525253 ,  292.67969638162685 ,  301.18951773139247 ,  309.7426143826731 ,  318.0934383497281 ,  325.98715390140615 ,  333.17624931798935 ,  339.4374010352667 ,  344.5841697418075 ,  348.48856915045917 ,  351.0039250138543 ,  351.9053036360716 ,  351.0039250138543 ,  348.48856915045917 ,  344.5841697418074 ,  339.4374010352667 ,  333.17624931798923 ,  325.98715390140615 ,  318.0934383497281 ,  309.7426143826732 ,  301.18951773139247 ,  292.6796963816271 ,  284.43777215252544 ,  276.66153180417587 ,  269.52035860325327 ,  263.1561976925876 ,  257.685623478538 ,  253.20211777748443 ,  249.7781049612662 ,  247.46656770109655 ,  246.302212376567 ,  246.302212376567 , 
17 ,  259.6604292617999 ,  259.6604292617999 ,  260.95564774647005 ,  263.5293781051 ,  267.34776505415243 ,  272.3588639693328 ,  278.4910934074169 ,  285.6509384552669 ,  293.7197764705462 ,  302.5498210501439 ,  311.95952110325277 ,  321.72945085597553 ,  331.60087494767527 ,  341.2805629289486 ,  350.45603979515465 ,  358.82248450796646 ,  366.11002475493274 ,  372.0881457426651 ,  376.7136320987644 ,  379.8810890041043 ,  381.15300802416846 ,  379.8810890041043 ,  376.7136320987644 ,  372.0881457426651 ,  366.1100247549326 ,  358.82248450796646 ,  350.45603979515465 ,  341.2805629289486 ,  331.60087494767527 ,  321.72945085597553 ,  311.9595211032529 ,  302.5498210501439 ,  293.7197764705462 ,  285.6509384552668 ,  278.491093407417 ,  272.3588639693328 ,  267.34776505415243 ,  263.5293781051 ,  260.95564774647005 ,  259.6604292617999 ,  259.6604292617999 , 
18 ,  273.0094167172173 ,  273.0094167172173 ,  274.4430086711519 ,  277.29457202410254 ,  281.5323979412126 ,  287.1076601456281 ,  293.95262908765926 ,  301.97782510046954 ,  311.0677122844463 ,  321.0745305437673 ,  331.8101247461768 ,  343.036495378821 ,  354.4577539441675 ,  365.7195873495285 ,  376.4267895163748 ,  386.19153763663553 ,  394.6942694605864 ,  401.5134201108958 ,  406.9400420534125 ,  411.1802395003315 ,  413.4644289948337 ,  411.1802395003315 ,  406.9400420534125 ,  401.5134201108958 ,  394.6942694605864 ,  386.1915376366354 ,  376.4267895163748 ,  365.7195873495284 ,  354.4577539441675 ,  343.036495378821 ,  331.81012474617705 ,  321.0745305437674 ,  311.0677122844463 ,  301.97782510046954 ,  293.95262908765926 ,  287.1076601456282 ,  281.5323979412126 ,  277.29457202410254 ,  274.44300867115203 ,  273.0094167172174 ,  273.0094167172174 , 
19 ,  286.17979063122584 ,  286.17979063122584 ,  287.75712541596045 ,  290.89791137187206 ,  295.5739822426194 ,  301.74196835765974 ,  309.3415801691391 ,  318.2926155862798 ,  328.48993450519924 ,  339.7953341113316 ,  352.0251003401098 ,  364.9325477456109 ,  378.18725071416554 ,  391.3585358697421 ,  403.92245682653174 ,  415.3492963036881 ,  425.44145117977575 ,  432.77342316613067 ,  438.766412534967 ,  444.8274967210391 ,  450.7253314241618 ,  444.8274967210391 ,  438.7664125349669 ,  432.77342316613056 ,  425.44145117977564 ,  415.3492963036881 ,  403.92245682653174 ,  391.358535869742 ,  378.18725071416554 ,  364.9325477456109 ,  352.0251003401098 ,  339.7953341113316 ,  328.48993450519924 ,  318.2926155862798 ,  309.341580169139 ,  301.74196835765974 ,  295.5739822426193 ,  290.89791137187194 ,  287.75712541596045 ,  286.17979063122596 ,  286.17979063122596 , 
